Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power,Power wear,Temperature difference,Temperature power,Machine failure,Type_L,Type_M
302.3,311.1,1455.0,40.3,145.0,58636.49999999999,8502292.499999998,8.800000000000011,0.00015007717036316992,0,False,False
302.2,311.0,1463.0,46.8,150.0,68468.4,10270260.0,8.800000000000011,0.0001285264443159182,0,True,False
302.3,311.0,1442.0,43.7,152.0,63015.4,9578340.8,8.699999999999989,0.00013806148973108143,0,True,False
302.3,311.0,1329.0,51.5,154.0,68443.5,10540299.0,8.699999999999989,0.00012711214359289032,0,True,False
302.3,311.1,1546.0,33.1,156.0,51172.600000000006,7982925.600000001,8.800000000000011,0.00017196702923048682,0,True,False
302.2,311.1,1516.0,33.7,158.0,51089.200000000004,8072093.600000001,8.900000000000034,0.0001742051157583214,0,False,True
302.2,311.0,1476.0,47.4,161.0,69962.4,11263946.399999999,8.800000000000011,0.00012578184853578511,0,False,True
302.3,311.0,1412.0,47.0,164.0,66364.0,10883696.0,8.699999999999989,0.0001310951720812487,0,True,False
302.3,310.9,1377.0,46.8,166.0,64443.6,10697637.6,8.599999999999966,0.00013345002451756213,2,True,False
302.4,311.0,1490.0,37.1,168.0,55279.0,9286872.0,8.600000000000023,0.0001555744496101598,0,False,True
302.3,311.0,1526.0,37.7,171.0,57530.200000000004,9837664.200000001,8.699999999999989,0.0001512249218671235,0,False,True
302.3,311.0,1428.0,47.9,174.0,68401.2,11901808.799999999,8.699999999999989,0.0001271907510394553,0,True,False
302.4,311.0,1329.0,54.6,176.0,72563.40000000001,12771158.400000002,8.600000000000023,0.00011851704853962221,0,True,False
302.4,311.1,1443.0,51.8,178.0,74747.4,13305037.2,8.700000000000045,0.0001163920082839008,0,False,True
302.3,311.1,1373.0,53.0,181.0,72769.0,13171189.0,8.800000000000011,0.00012093061605903629,0,True,False
302.3,311.1,1630.0,35.6,183.0,58028.0,10619124.0,8.800000000000011,0.00015165092713862293,0,True,False
302.2,311.0,1555.0,34.2,185.0,53181.00000000001,9838485.000000002,8.800000000000011,0.0001654726312028734,0,True,False
302.2,311.0,1436.0,47.0,187.0,67492.0,12621004.0,8.800000000000011,0.00013038582350500817,0,False,True
302.3,311.0,1609.0,31.0,190.0,49879.0,9477010.0,8.699999999999989,0.00017442210148559492,0,True,False
302.3,311.0,1384.0,49.7,192.0,68784.8,13206681.600000001,8.699999999999989,0.00012648143194426658,0,False,True
302.4,311.1,1448.0,44.8,195.0,64870.399999999994,12649727.999999998,8.700000000000045,0.0001341135556432525,0,True,False
302.4,311.1,1887.0,22.4,197.0,42268.799999999996,8326953.599999999,8.700000000000045,0.0002058255734726334,0,False,True
302.4,311.1,1480.0,45.7,200.0,67636.0,13527200.0,8.700000000000045,0.00012862972381572012,0,False,True
302.5,311.1,1850.0,23.3,203.0,43105.0,8750315.0,8.600000000000023,0.00019951281753856915,0,False,False
302.5,311.1,1538.0,36.8,208.0,56598.399999999994,11772467.2,8.600000000000023,0.00015194775824051604,0,True,False
302.4,311.1,1721.0,30.1,210.0,51802.100000000006,10878441.000000002,8.700000000000045,0.00016794685929721081,0,False,True
302.4,311.1,1366.0,54.4,0.0,74310.4,0.0,8.700000000000045,0.00011707647920075852,0,False,True
302.3,311.0,1657.0,31.1,3.0,51532.700000000004,154598.1,8.699999999999989,0.0001688248432548651,0,True,False
302.4,311.1,1446.0,42.9,5.0,62033.4,310167.0,8.700000000000045,0.0001402470282138339,0,True,False
302.3,310.8,1465.0,43.8,7.0,64166.99999999999,449168.99999999994,8.5,0.00013246684432808144,0,True,False
302.2,310.8,1827.0,23.8,9.0,43482.6,391343.39999999997,8.600000000000023,0.00019778026152989984,0,True,False
302.2,310.8,1397.0,47.6,11.0,66497.2,731469.2,8.600000000000023,0.0001293287536918851,0,False,False
302.2,310.8,1744.0,29.7,16.0,51796.799999999996,828748.7999999999,8.600000000000023,0.0001660334229141573,0,True,False
302.3,310.9,1545.0,36.7,18.0,56701.50000000001,1020627.0000000001,8.599999999999966,0.00015167147253599932,0,True,False
302.3,310.9,1587.0,36.6,20.0,58084.200000000004,1161684.0,8.599999999999966,0.00014806091845975266,0,True,False
302.3,310.8,1377.0,47.3,22.0,65132.1,1432906.2,8.5,0.00013050400647299871,2,True,False
302.3,310.8,1511.0,48.1,24.0,72679.1,1744298.4000000001,8.5,0.00011695246638992501,0,True,False
302.3,310.8,1650.0,32.4,26.0,53460.0,1389960.0,8.5,0.00015899738121960343,0,True,False
302.3,310.9,1412.0,48.9,28.0,69046.8,1933310.4000000001,8.599999999999966,0.00012455320159659774,0,True,False
302.3,311.0,1528.0,43.1,30.0,65856.8,1975704.0,8.699999999999989,0.00013210480922243396,0,True,False
302.3,310.9,1459.0,35.0,32.0,51065.0,1634080.0,8.599999999999966,0.00016841280720650086,0,True,False
302.3,310.9,1379.0,49.3,34.0,67984.7,2311479.8,8.599999999999966,0.000126499050521661,2,True,False
302.2,310.8,1356.0,48.3,36.0,65494.799999999996,2357812.8,8.600000000000023,0.0001313081343862417,0,False,True
302.1,310.8,1409.0,41.3,39.0,58191.7,2269476.3,8.699999999999989,0.00014950585736453806,0,False,True
302.1,310.8,1504.0,37.5,42.0,56400.0,2368800.0,8.699999999999989,0.00015425531914893596,0,False,True
302.1,310.8,1622.0,36.8,45.0,59689.6,2686032.0,8.699999999999989,0.00014575403420361317,0,True,False
302.1,310.8,1786.0,25.7,47.0,45900.2,2157309.4,8.699999999999989,0.00018954165777055414,0,True,False
302.2,310.9,1506.0,34.0,49.0,51204.0,2508996.0,8.699999999999989,0.0001699086008905552,0,True,False
302.1,310.9,1916.0,23.1,51.0,44259.600000000006,2257239.6,8.799999999999955,0.0001988269211651247,0,False,True
302.2,310.9,1771.0,27.6,54.0,48879.600000000006,2639498.4000000004,8.699999999999989,0.00017798836324356147,0,False,True
302.2,310.9,1488.0,44.2,57.0,65769.6,3748867.2,8.699999999999989,0.00013227995913005382,0,False,True
302.2,310.9,1531.0,37.5,60.0,57412.5,3444750.0,8.699999999999989,0.00015153494448073135,0,True,False
302.3,310.9,1529.0,33.4,62.0,51068.6,3166253.1999999997,8.599999999999966,0.0001684009352126349,0,True,False
302.4,311.0,1580.0,36.5,64.0,57670.0,3690880.0,8.600000000000023,0.00014912432807352214,0,False,True
302.3,310.9,1360.0,44.0,67.0,59840.0,4009280.0,8.599999999999966,0.00014371657754010637,2,False,True
302.3,311.0,1546.0,35.5,70.0,54883.0,3841810.0,8.699999999999989,0.00015851903139405625,0,False,True
302.3,310.9,1762.0,24.5,73.0,43169.0,3151337.0,8.599999999999966,0.00019921703073965034,0,False,True
302.2,310.8,1350.0,56.6,76.0,76410.0,5807160.0,8.600000000000023,0.00011255071325742733,0,True,False
302.2,310.8,1562.0,38.1,78.0,59512.200000000004,4641951.600000001,8.600000000000023,0.00014450818487637867,0,False,True
302.1,310.7,1608.0,30.3,81.0,48722.4,3946514.4,8.599999999999966,0.00017651018833226537,0,False,True
302.0,310.6,1392.0,50.0,84.0,69600.0,5846400.0,8.600000000000023,0.00012356321839080493,0,True,False
302.0,310.6,1467.0,44.9,86.0,65868.3,5664673.8,8.600000000000023,0.00013056356396020578,0,True,False
302.1,310.6,1326.0,59.1,88.0,78366.6,6896260.800000001,8.5,0.00010846457546965161,2,False,True
302.2,310.7,1769.0,24.9,91.0,44048.1,4008377.1,8.5,0.00019297086593973408,0,True,False
302.1,310.6,1459.0,47.6,93.0,69448.40000000001,6458701.200000001,8.5,0.000122393028493097,0,True,False
302.1,310.6,1421.0,52.0,95.0,73892.0,7019740.0,8.5,0.0001150327505007308,0,False,True
302.1,310.7,1491.0,42.8,98.0,63814.799999999996,6253850.399999999,8.599999999999966,0.00013476497614973277,0,True,False
302.2,310.7,1567.0,36.4,100.0,57038.799999999996,5703880.0,8.5,0.00014902136791096588,0,True,False
302.3,310.8,1421.0,41.4,102.0,58829.4,6000598.8,8.5,0.00014448558033908215,0,True,False
302.3,310.9,1596.0,33.5,104.0,53466.0,5560464.0,8.599999999999966,0.00016084988590880122,0,True,False
302.4,311.0,1464.0,44.2,106.0,64708.8,6859132.800000001,8.600000000000023,0.00013290309818757298,0,False,True
302.3,310.9,1581.0,36.1,109.0,57074.100000000006,6221076.9,8.599999999999966,0.00015068130728298763,0,False,True
302.3,310.9,1620.0,30.3,112.0,49086.0,5497632.0,8.599999999999966,0.00017520270545573005,0,True,False
302.2,310.7,1413.0,48.9,114.0,69095.7,7876909.8,8.5,0.00012301778547724388,0,False,False
302.3,310.8,1438.0,43.8,119.0,62984.399999999994,7495143.6,8.5,0.00013495405211449185,0,False,False
302.4,310.9,1469.0,41.6,124.0,61110.4,7577689.600000001,8.5,0.0001390925276221396,0,False,True
302.3,310.8,1762.0,27.8,127.0,48983.6,6220917.2,8.5,0.00017352746633567153,0,False,True
302.3,310.9,1366.0,48.4,130.0,66114.4,8594872.0,8.599999999999966,0.0001300775625279813,2,False,False
302.3,310.9,1891.0,22.7,135.0,42925.7,5794969.5,8.599999999999966,0.00020034617956142745,0,True,False
302.3,310.9,1742.0,29.7,137.0,51737.4,7088023.8,8.599999999999966,0.00016622404682106108,0,False,True
302.2,310.9,1465.0,43.5,140.0,63727.5,8921850.0,8.699999999999989,0.00013651877133105783,0,False,True
302.3,311.0,1541.0,36.6,143.0,56400.600000000006,8065285.800000001,8.699999999999989,0.00015425367815235987,0,False,True
302.3,311.1,1295.0,57.1,146.0,73944.5,10795897.0,8.800000000000011,0.00011900817505020672,0,False,True
302.3,311.1,1435.0,43.1,149.0,61848.5,9215426.5,8.800000000000011,0.000142283159656257,0,False,True
302.4,311.2,1466.0,43.9,152.0,64357.4,9782324.8,8.800000000000011,0.0001367364125959099,0,True,False
302.4,311.2,1450.0,47.9,154.0,69455.0,10696070.0,8.800000000000011,0.0001267007414872941,0,True,False
302.4,311.1,1880.0,24.5,156.0,46060.0,7185360.0,8.700000000000045,0.00018888406426400447,0,True,False
302.3,311.0,1578.0,33.5,158.0,52863.0,8352354.0,8.699999999999989,0.00016457635775495125,0,False,True
302.4,311.0,1610.0,33.1,161.0,53291.0,8579851.0,8.600000000000023,0.0001613780938620034,0,True,False
302.4,311.1,1565.0,42.8,163.0,66982.0,10918066.0,8.700000000000045,0.00012988564091845638,0,True,False
302.5,311.2,1545.0,40.1,165.0,61954.5,10222492.5,8.699999999999989,0.0001404256349417716,0,True,False
302.5,311.2,1227.0,60.1,167.0,73742.7,12315030.9,8.699999999999989,0.00011797777949546177,0,True,False
302.4,311.1,1484.0,45.9,169.0,68115.59999999999,11511536.399999999,8.700000000000045,0.00012772404559308067,0,True,False
302.3,311.0,1591.0,32.7,171.0,52025.700000000004,8896394.700000001,8.699999999999989,0.0001672250445452918,0,True,False
302.3,310.9,1403.0,47.2,173.0,66221.6,11456336.8,8.599999999999966,0.00012986699203885085,0,True,False
302.3,311.0,1450.0,45.7,175.0,66265.0,11596375.0,8.699999999999989,0.00013129102844638933,0,False,True
302.3,310.9,1720.0,28.1,178.0,48332.0,8603096.0,8.599999999999966,0.00017793594306049753,0,True,False
302.3,311.0,1561.0,37.2,180.0,58069.200000000004,10452456.0,8.699999999999989,0.00014982124775268107,0,True,False
302.3,311.0,1421.0,41.3,182.0,58687.299999999996,10681088.6,8.699999999999989,0.00014824331669713873,0,False,True
302.2,310.9,1415.0,48.4,185.0,68486.0,12669910.0,8.699999999999989,0.0001270332622725811,0,False,False
302.3,310.9,2034.0,19.7,190.0,40069.799999999996,7613261.999999999,8.599999999999966,0.00021462547853994695,0,True,False
302.4,311.0,1486.0,40.4,192.0,60034.4,11526604.8,8.600000000000023,0.00014325120264381793,0,True,False
302.4,311.0,1338.0,67.6,194.0,90448.79999999999,17547067.2,8.600000000000023,9.508141622663898e-05,4,True,False
302.4,311.1,1578.0,32.3,196.0,50969.399999999994,9990002.399999999,8.700000000000045,0.00017069064968392892,0,False,False
302.4,311.2,1330.0,58.6,201.0,77938.0,15665538.0,8.800000000000011,0.00011291026200313084,0,False,True
302.4,311.2,1506.0,40.8,204.0,61444.799999999996,12534739.2,8.800000000000011,0.00014321797776215418,0,False,False
302.5,311.4,1559.0,37.6,209.0,58618.4,12251245.6,8.899999999999977,0.00015182945969183698,0,True,False
302.6,311.5,1599.0,37.0,211.0,59163.0,12483393.0,8.899999999999977,0.00015043185774893053,0,True,False
302.6,311.5,1427.0,38.9,213.0,55510.299999999996,11823693.899999999,8.899999999999977,0.000160330605311086,0,True,False
302.5,311.5,1481.0,41.1,215.0,60869.1,13086856.5,9.0,0.00014785827291680014,0,False,True
302.5,311.5,1496.0,43.8,218.0,65524.799999999996,14284406.399999999,9.0,0.00013735257490293752,0,False,False
302.5,311.4,1674.0,27.0,223.0,45198.0,10079154.0,8.899999999999977,0.0001969113677596349,0,True,False
302.5,311.4,1629.0,31.7,225.0,51639.299999999996,11618842.499999998,8.899999999999977,0.0001723493540772237,0,False,True
302.6,311.5,1629.0,34.4,228.0,56037.6,12776572.799999999,8.899999999999977,0.00015882193384441834,1,False,False
302.6,311.6,1311.0,53.2,0.0,69745.2,0.0,9.0,0.0001290411383148948,0,True,False
302.7,311.6,2709.0,9.7,2.0,26277.3,52554.6,8.900000000000034,0.00033869537585672933,3,False,True
302.7,311.7,1759.0,29.9,5.0,52594.1,262970.5,9.0,0.00017112185587356756,0,False,True
302.7,311.7,1480.0,45.2,8.0,66896.0,535168.0,9.0,0.00013453719205931596,0,True,False
302.7,311.8,1461.0,46.1,10.0,67352.1,673521.0,9.100000000000023,0.00013511085771638929,0,True,False
302.7,311.8,1728.0,30.0,12.0,51840.0,622080.0,9.100000000000023,0.00017554012345679057,0,False,True
302.7,311.9,1389.0,46.5,15.0,64588.5,968827.5,9.199999999999989,0.00014244021768581075,0,True,False
302.6,311.8,1638.0,35.1,17.0,57493.8,977394.6000000001,9.199999999999989,0.00016001725403434785,0,True,False
302.6,311.7,1254.0,54.1,19.0,67841.40000000001,1288986.6,9.099999999999966,0.00013413638279870352,0,True,False
302.6,311.8,1427.0,50.1,21.0,71492.7,1501346.7,9.199999999999989,0.00012868446708545053,0,True,False
302.6,311.8,1627.0,31.8,23.0,51738.6,1189987.8,9.199999999999989,0.00017781694904771272,0,True,False
302.6,311.7,1471.0,48.3,25.0,71049.3,1776232.5,9.099999999999966,0.00012808007960669516,0,False,False
302.6,311.7,1773.0,27.1,30.0,48048.3,1441449.0,9.099999999999966,0.00018939275687173044,0,True,False
302.6,311.7,1430.0,51.7,32.0,73931.0,2365792.0,9.099999999999966,0.00012308774397749208,0,False,True
302.5,311.6,1595.0,29.5,35.0,47052.5,1646837.5,9.100000000000023,0.00019340098825779763,0,True,False
302.5,311.5,1521.0,44.1,37.0,67076.1,2481815.7,9.0,0.0001341759583517825,0,True,False
302.5,311.6,1419.0,43.7,39.0,62010.3,2418401.7,9.100000000000023,0.0001467498141437797,0,True,False
302.4,311.4,1534.0,40.1,41.0,61513.4,2522049.4,9.0,0.00014630958457831952,0,False,True
302.5,311.5,1626.0,36.0,44.0,58536.0,2575584.0,9.0,0.00015375153751537516,0,False,False
302.5,311.5,1677.0,29.2,49.0,48968.4,2399451.6,9.0,0.00018379199647119366,0,True,False
302.4,311.3,1392.0,50.5,51.0,70296.0,3585096.0,8.900000000000034,0.00012660748833504088,0,True,False
302.4,311.2,1448.0,50.5,53.0,73124.0,3875572.0,8.800000000000011,0.00012034352606531387,0,True,False
302.3,311.2,1903.0,22.9,55.0,43578.7,2396828.5,8.899999999999977,0.0002042282124065192,0,True,False
302.4,311.2,1404.0,52.0,57.0,73008.0,4161456.0,8.800000000000011,0.00012053473591935145,0,True,False
302.3,311.2,1386.0,53.5,59.0,74151.0,4374909.0,8.899999999999977,0.00012002535367021318,0,True,False
302.2,311.1,1418.0,47.0,61.0,66646.0,4065406.0,8.900000000000034,0.00013354139783332885,0,True,False
302.3,311.1,1338.0,53.3,63.0,71315.4,4492870.199999999,8.800000000000011,0.00012339550784262602,0,False,True
302.3,311.2,1549.0,40.6,66.0,62889.4,4150700.4,8.899999999999977,0.0001415182844803731,0,True,False
302.3,311.2,1432.0,42.7,68.0,61146.4,4157955.2,8.899999999999977,0.00014555231379116313,0,False,True
302.3,311.2,1546.0,40.0,71.0,61840.0,4390640.0,8.899999999999977,0.00014391979301422991,0,False,True
302.2,311.2,1627.0,33.2,74.0,54016.4,3997213.6,9.0,0.00016661606475070533,0,False,True
302.2,311.1,1640.0,32.8,77.0,53791.99999999999,4141983.9999999995,8.900000000000034,0.0001654521118381922,0,False,True
302.1,311.1,1423.0,36.8,80.0,52366.399999999994,4189311.9999999995,9.0,0.00017186592929817595,0,False,True
302.1,311.0,1711.0,28.7,83.0,49105.7,4075773.0999999996,8.899999999999977,0.00018124168884671183,0,False,True
302.1,311.1,1450.0,51.6,86.0,74820.0,6434520.0,9.0,0.00012028869286287089,0,False,True
302.2,311.1,1553.0,34.1,89.0,52957.3,4713199.7,8.900000000000034,0.0001680599275265173,0,False,False
302.2,311.1,1630.0,34.6,94.0,56398.0,5301412.0,8.900000000000034,0.00015780701443313653,0,True,False
302.2,311.1,1476.0,39.6,96.0,58449.6,5611161.6,8.900000000000034,0.00015226793682078293,0,False,False
302.2,311.1,1426.0,50.6,101.0,72155.6,7287715.600000001,8.900000000000034,0.00012334454983397038,0,False,False
302.2,311.2,1561.0,34.9,106.0,54478.899999999994,5774763.399999999,9.0,0.0001652015734532085,0,False,True
302.3,311.2,1297.0,62.5,109.0,81062.5,8835812.5,8.899999999999977,0.00010979182729375454,0,True,False
302.3,311.2,1842.0,23.9,111.0,44023.799999999996,4886641.8,8.899999999999977,0.00020216337526519698,0,False,True
302.3,311.2,1633.0,36.4,114.0,59441.2,6776296.8,8.899999999999977,0.00014972779822749167,0,True,False
302.3,311.3,1744.0,30.3,116.0,52843.200000000004,6129811.2,9.0,0.0001703151966572804,0,False,False
302.4,311.4,1831.0,26.9,121.0,49253.899999999994,5959721.899999999,9.0,0.00018272664702693596,0,True,False
302.3,311.3,1339.0,50.8,123.0,68021.2,8366607.6,9.0,0.00013231169106102216,0,False,True
302.4,311.4,1475.0,40.4,126.0,59590.0,7508340.0,9.0,0.00015103205235777816,0,True,False
302.4,311.4,1675.0,29.6,128.0,49580.0,6346240.0,9.0,0.00018152480839048004,0,False,True
302.5,311.5,1493.0,35.1,131.0,52404.3,6864963.300000001,9.0,0.0001717416318889862,0,True,False
302.5,311.5,1700.0,29.5,133.0,50150.0,6669950.0,9.0,0.0001794616151545364,0,True,False
302.6,311.6,1453.0,37.0,135.0,53761.0,7257735.0,9.0,0.00016740760030505385,0,True,False
302.6,311.7,1542.0,34.1,137.0,52582.200000000004,7203761.4,9.099999999999966,0.0001730623671128246,0,True,False
302.5,311.5,1358.0,52.7,139.0,71566.6,9947757.4,9.0,0.0001257569871979387,0,False,True
302.5,311.5,1655.0,32.3,142.0,53456.49999999999,7590822.999999999,9.0,0.00016836119087482347,0,False,False
302.6,311.5,1885.0,27.5,147.0,51837.5,7620112.5,8.899999999999977,0.00017169037858692988,0,True,False
302.7,311.5,1494.0,41.4,149.0,61851.6,9215888.4,8.800000000000011,0.00014227602842933752,0,True,False
302.6,311.4,1757.0,29.5,151.0,51831.5,7826556.5,8.799999999999955,0.00016978092472724027,0,False,True
302.6,311.4,1718.0,31.2,154.0,53601.6,8254646.399999999,8.799999999999955,0.00016417420375511093,0,False,True
302.5,311.4,1636.0,35.0,157.0,57260.0,8989820.0,8.899999999999977,0.00015543136570031395,0,False,True
302.6,311.6,1638.0,29.6,160.0,48484.8,7757568.0,9.0,0.0001856251856251856,0,True,False
302.6,311.5,1609.0,36.0,162.0,57924.0,9383688.0,8.899999999999977,0.00015364960983357465,0,True,False
302.7,311.5,1556.0,35.0,164.0,54460.0,8931440.0,8.800000000000011,0.00016158648549394073,0,False,False
302.6,311.5,1442.0,59.8,169.0,86231.59999999999,14573140.399999999,8.899999999999977,0.00010321042402089231,3,True,False
302.7,311.6,1501.0,38.8,171.0,58238.799999999996,9958834.799999999,8.900000000000034,0.0001528190828107728,0,False,True
302.6,311.6,2041.0,19.2,174.0,39187.2,6818572.8,9.0,0.00022966682998530133,0,False,True
302.7,311.7,1784.0,25.1,177.0,44778.4,7925776.8,9.0,0.00020098976292140853,0,False,True
302.6,311.6,1953.0,22.4,180.0,43747.2,7874495.999999999,9.0,0.00020572745227123108,0,True,False
302.6,311.6,1576.0,34.7,182.0,54687.200000000004,9953070.4,9.0,0.0001645723313682178,0,True,False
302.6,311.6,1518.0,39.0,184.0,59202.0,10893168.0,9.0,0.00015202189115232594,0,False,True
302.6,311.6,1227.0,68.2,187.0,83681.40000000001,15648421.8,9.0,0.00010755078189418437,4,False,True
302.5,311.5,1985.0,18.8,190.0,37318.0,7090420.0,9.0,0.00024117048073315827,0,True,False
302.5,311.5,1802.0,26.4,192.0,47572.799999999996,9133977.6,9.0,0.00018918373524366868,0,True,False
302.5,311.5,1603.0,32.4,194.0,51937.2,10075816.799999999,9.0,0.00017328619948707286,0,True,False
302.5,311.6,1400.0,54.0,196.0,75600.0,14817600.0,9.100000000000023,0.00012037037037037067,0,True,False
302.3,311.5,1395.0,54.2,198.0,75609.0,14970582.0,9.199999999999989,0.00012167863614119997,0,True,False
302.2,311.4,1987.0,19.9,200.0,39541.299999999996,7908259.999999999,9.199999999999989,0.0002326681216854274,0,True,False
302.2,311.4,1398.0,47.2,202.0,65985.6,13329091.200000001,9.199999999999989,0.0001394243592541401,0,False,True
302.3,311.4,1333.0,66.7,205.0,88911.1,18226775.5,9.099999999999966,0.00010234942543731846,4,True,False
302.2,311.2,1381.0,49.4,207.0,68221.4,14121829.799999999,9.0,0.00013192341406069065,0,True,False
302.2,311.3,1570.0,36.1,0.0,56677.0,0.0,9.100000000000023,0.00016055895689609582,0,True,False
302.2,311.3,1658.0,31.0,2.0,51398.0,102796.0,9.100000000000023,0.00017704969064944205,0,False,True
302.2,311.3,1749.0,29.2,5.0,51070.799999999996,255353.99999999997,9.100000000000023,0.00017818401121580285,0,False,False
302.2,311.3,1510.0,37.1,10.0,56021.0,560210.0,9.100000000000023,0.00016243908534299678,0,False,True
302.3,311.5,1384.0,50.8,13.0,70307.2,913993.6,9.199999999999989,0.00013085430795139032,0,True,False
302.3,311.4,1570.0,37.2,15.0,58404.00000000001,876060.0000000001,9.099999999999966,0.00015581124580508123,0,True,False
302.3,311.4,1571.0,32.7,17.0,51371.700000000004,873318.9,9.099999999999966,0.00017714033212838908,0,False,True
302.3,311.4,1476.0,37.3,20.0,55054.799999999996,1101096.0,9.099999999999966,0.00016528985665191712,0,True,False
302.3,311.4,1484.0,39.5,22.0,58618.0,1289596.0,9.099999999999966,0.00015524241700501495,0,False,True
302.3,311.4,1909.0,23.2,25.0,44288.799999999996,1107220.0,9.099999999999966,0.00020546955437943603,0,False,True
302.3,311.5,1448.0,49.6,28.0,71820.8,2010982.4000000001,9.199999999999989,0.0001280965959721973,0,True,False
302.3,311.4,1500.0,40.2,30.0,60300.00000000001,1809000.0000000002,9.099999999999966,0.00015091210613598616,0,False,True
302.2,311.4,1510.0,44.9,33.0,67799.0,2237367.0,9.199999999999989,0.00013569521674360963,0,True,False
302.2,311.3,1378.0,55.5,35.0,76479.0,2676765.0,9.100000000000023,0.00011898691143974192,0,True,False
302.2,311.4,1538.0,37.4,37.0,57521.2,2128284.4,9.199999999999989,0.0001599410304374733,0,False,True
302.2,311.4,1390.0,48.1,40.0,66859.0,2674360.0,9.199999999999989,0.00013760301530085686,0,True,False
302.2,311.4,1642.0,32.1,42.0,52708.200000000004,2213744.4000000004,9.199999999999989,0.00017454589608448,0,False,True
302.4,311.5,1785.0,24.8,45.0,44268.0,1992060.0,9.100000000000023,0.00020556609740670514,0,True,False
302.3,311.5,1526.0,38.2,47.0,58293.200000000004,2739780.4000000004,9.199999999999989,0.00015782286784736448,0,False,False
302.3,311.6,1668.0,33.2,52.0,55377.600000000006,2879635.2,9.300000000000011,0.00016793793880558224,0,False,True
302.3,311.5,1507.0,37.5,55.0,56512.5,3108187.5,9.199999999999989,0.00016279584162795822,0,True,False
302.3,311.5,1530.0,37.8,57.0,57833.99999999999,3296537.9999999995,9.199999999999989,0.00015907597606943996,0,True,False
302.3,311.4,1479.0,45.6,59.0,67442.40000000001,3979101.6000000006,9.099999999999966,0.00013492995504311775,0,False,True
302.3,311.4,1418.0,41.3,62.0,58563.399999999994,3630930.8,9.099999999999966,0.00015538715306829808,0,False,True
302.3,311.4,1504.0,38.7,65.0,58204.8,3783312.0,9.099999999999966,0.00015634449392489907,0,True,False
302.3,311.4,1345.0,47.6,67.0,64022.0,4289474.0,9.099999999999966,0.0001421386398425536,0,False,True
302.2,311.4,1625.0,35.4,70.0,57525.0,4026750.0,9.199999999999989,0.00015993046501521058,0,False,False
302.3,311.4,1511.0,34.7,75.0,52431.700000000004,3932377.5000000005,9.099999999999966,0.00017355912549087604,0,True,False
302.3,311.4,1535.0,41.8,77.0,64162.99999999999,4940550.999999999,9.099999999999966,0.00014182628617739144,0,True,False
302.4,311.5,1505.0,37.9,79.0,57039.5,4506120.5,9.100000000000023,0.0001595385653801317,0,True,False
302.4,311.5,1540.0,43.7,81.0,67298.0,5451138.0,9.100000000000023,0.0001352194716039113,0,False,False
302.3,311.4,1372.0,46.0,86.0,63112.0,5427632.0,9.099999999999966,0.0001441881100266188,0,False,False
302.2,311.3,1510.0,36.6,91.0,55266.0,5029206.0,9.100000000000023,0.00016465819853074263,0,False,True
302.2,311.3,1382.0,46.4,94.0,64124.799999999996,6027731.199999999,9.100000000000023,0.00014191077399071847,0,True,False
302.3,311.3,1439.0,41.8,96.0,60150.2,5774419.199999999,9.0,0.00014962543765440514,0,True,False
302.2,311.3,1375.0,47.0,98.0,64625.0,6333250.0,9.100000000000023,0.0001408123791102518,0,False,True
302.2,311.3,1931.0,21.9,101.0,42288.899999999994,4271178.899999999,9.100000000000023,0.00021518649101773808,0,False,True
302.2,311.3,1475.0,48.6,104.0,71685.0,7455240.0,9.100000000000023,0.0001269442700704474,0,True,False
302.2,311.3,1389.0,46.9,106.0,65144.1,6905274.6,9.100000000000023,0.00013969031731192883,0,True,False
302.3,311.3,1652.0,32.8,108.0,54185.6,5852044.8,9.0,0.0001660957892871907,0,True,False
302.3,311.2,1386.0,50.3,110.0,69715.8,7668738.0,8.899999999999977,0.00012766116145837783,0,True,False
302.2,311.3,1577.0,29.8,112.0,46994.6,5263395.2,9.100000000000023,0.00019363926919263114,0,False,True
302.3,311.3,1444.0,43.1,115.0,62236.4,7157186.0,9.0,0.00014460990674267793,0,False,True
302.2,311.3,1554.0,40.2,118.0,62470.8,7371554.4,9.100000000000023,0.00014566805611581767,0,True,False
302.2,311.3,1602.0,32.8,120.0,52545.6,6305472.0,9.100000000000023,0.00017318291160439738,0,True,False
302.2,311.2,1692.0,28.2,122.0,47714.4,5821156.8,9.0,0.00018862230270107137,0,False,False
302.3,311.3,1682.0,34.4,127.0,57860.799999999996,7348321.6,9.0,0.00015554572352957443,0,True,False
302.3,311.3,1614.0,34.1,129.0,55037.4,7099824.600000001,9.0,0.0001635251665231279,0,True,False
302.3,311.3,1324.0,47.8,131.0,63287.2,8290623.199999999,9.0,0.00014220885107889115,0,True,False
302.3,311.4,1434.0,40.3,133.0,57790.2,7686096.6,9.099999999999966,0.00015746614477887196,0,True,False
302.3,311.3,1621.0,31.6,135.0,51223.600000000006,6915186.000000001,9.0,0.00017570026315994968,0,True,False
302.3,311.3,1625.0,33.1,137.0,53787.5,7368887.5,9.0,0.00016732512200790146,0,False,True
302.2,311.1,1394.0,53.7,140.0,74857.8,10480092.0,8.900000000000034,0.00011889208606184037,0,True,False
